id,age,job,marital,education,credit_default,housing,loan
39862,27,admin,married,university_degree,no,yes,no
39863,29,self-employed,single,university_degree,no,yes,no
39864,25,student,single,high_school,no,no,no
39865,27,student,single,university_degree,no,no,yes
39866,31,technician,married,professional_course,no,yes,no
39867,29,admin,married,high_school,no,yes,no
39868,56,management,married,basic_6y,no,yes,no
39869,60,housemaid,married,basic_4y,no,yes,no
39870,29,admin,married,high_school,no,unknown,unknown
39871,31,technician,married,professional_course,no,yes,no
39872,31,technician,married,professional_course,no,yes,no
39873,37,unemployed,married,university_degree,no,yes,no
39874,35,management,divorced,university_degree,no,yes,yes
39875,31,technician,married,professional_course,no,yes,no
39876,29,admin,married,high_school,no,yes,no
39877,39,entrepreneur,single,university_degree,no,yes,no
39878,33,blue-collar,married,basic_9y,no,yes,no
39879,29,admin,married,high_school,no,yes,no
39880,24,student,single,high_school,no,no,no
39881,28,management,single,university_degree,no,yes,no
39882,36,services,married,high_school,no,no,no
39883,28,management,single,university_degree,no,yes,no
39884,29,technician,divorced,professional_course,no,yes,yes
39885,43,blue-collar,married,professional_course,no,yes,yes
39886,38,blue-collar,single,high_school,no,yes,yes
39887,24,student,single,high_school,no,yes,yes
39888,24,student,single,high_school,no,yes,no
39889,28,management,single,university_degree,no,yes,no
39890,78,retired,divorced,,no,no,no
39891,24,student,single,high_school,no,no,yes
39892,78,retired,divorced,,no,no,no
39893,65,unknown,married,,no,yes,no
39894,26,admin,single,university_degree,no,no,yes
39895,33,admin,married,university_degree,no,no,no
39896,70,blue-collar,married,basic_4y,no,no,yes
39897,62,retired,divorced,high_school,no,yes,no
39898,41,entrepreneur,married,university_degree,no,yes,no
39899,30,admin,married,high_school,no,yes,no
39900,34,admin,single,university_degree,no,yes,no
39901,27,technician,single,professional_course,no,no,no
39902,27,technician,single,professional_course,no,no,no
39903,18,student,single,basic_4y,no,yes,no
39904,24,student,single,high_school,no,no,no
39905,36,management,married,university_degree,no,no,no
39906,36,management,married,university_degree,no,no,no
39907,32,admin,single,university_degree,no,no,no
39908,45,admin,divorced,university_degree,no,no,yes
39909,27,admin,single,high_school,no,yes,no
39910,36,admin,single,university_degree,no,yes,no
39911,36,admin,single,university_degree,no,no,no
39912,36,blue-collar,single,high_school,no,yes,yes
39913,35,technician,divorced,professional_course,no,no,no
39914,36,admin,single,university_degree,no,yes,yes
39915,36,blue-collar,single,high_school,no,no,no
39916,35,technician,divorced,professional_course,no,yes,yes
39917,37,admin,married,high_school,no,no,no
39918,40,blue-collar,married,basic_9y,no,yes,no
39919,24,student,single,high_school,no,no,no
39920,33,management,single,university_degree,no,yes,no
39921,22,student,single,high_school,no,yes,no
39922,59,technician,married,professional_course,no,no,no
39923,74,retired,divorced,basic_4y,no,no,no
39924,30,admin,single,university_degree,no,yes,no
39925,44,self-employed,divorced,professional_course,no,yes,no
39926,43,management,married,university_degree,no,no,no
39927,44,self-employed,divorced,professional_course,no,yes,yes
39928,31,unemployed,single,high_school,no,yes,no
39929,37,unemployed,single,university_degree,no,yes,no
39930,30,admin,single,university_degree,no,no,no
39931,38,technician,single,university_degree,no,yes,yes
39932,68,retired,married,basic_4y,no,yes,no
39933,25,services,single,basic_9y,no,no,no
39934,33,management,single,high_school,no,no,no
39935,33,admin,married,high_school,no,no,no
39936,26,unemployed,single,high_school,no,yes,no
39937,39,admin,married,university_degree,no,yes,no
39938,47,technician,divorced,professional_course,no,yes,no
39939,69,retired,divorced,professional_course,no,no,no
39940,37,technician,single,university_degree,no,yes,no
39941,23,student,single,basic_6y,no,no,no
39942,30,technician,married,university_degree,no,no,yes
39943,30,technician,married,university_degree,no,no,no
39944,36,admin,married,university_degree,no,yes,yes
39945,53,housemaid,married,high_school,no,yes,no
39946,36,unemployed,married,professional_course,no,yes,no
39947,83,retired,divorced,basic_4y,no,no,yes
39948,37,unemployed,single,university_degree,no,no,no
39949,69,retired,divorced,professional_course,no,yes,no
39950,27,admin,single,university_degree,no,yes,no
39951,53,management,divorced,university_degree,no,yes,no
39952,33,services,married,high_school,no,yes,yes
39953,37,unemployed,married,university_degree,unknown,yes,no
39954,51,admin,married,university_degree,no,no,no
39955,51,admin,married,university_degree,no,yes,no
39956,32,technician,married,university_degree,no,no,no
39957,53,management,divorced,university_degree,no,no,no
39958,51,blue-collar,married,basic_4y,no,no,yes
39959,34,admin,single,university_degree,no,yes,no
39960,32,blue-collar,single,high_school,no,no,no
39961,32,blue-collar,single,high_school,no,no,no
39962,37,self-employed,married,university_degree,no,no,no
39963,37,unemployed,married,university_degree,unknown,no,no
39964,62,blue-collar,married,high_school,no,yes,no
39965,35,management,married,university_degree,no,yes,no
39966,37,self-employed,married,university_degree,no,no,no
39967,68,retired,married,basic_4y,unknown,yes,no
39968,37,self-employed,married,university_degree,no,no,no
39969,38,technician,single,university_degree,no,yes,no
39970,36,management,married,university_degree,no,no,no
39971,81,retired,divorced,high_school,no,no,no
39972,34,unemployed,single,university_degree,no,no,no
39973,50,blue-collar,married,basic_4y,no,no,no
39974,76,retired,married,professional_course,unknown,yes,no
39975,76,retired,married,professional_course,unknown,yes,no
39976,56,retired,married,high_school,no,no,no
39977,64,retired,married,professional_course,no,no,no
39978,27,unemployed,single,basic_4y,no,no,no
39979,27,admin,single,high_school,no,no,no
39980,23,student,single,basic_9y,no,yes,no
39981,35,admin,married,university_degree,no,yes,no
39982,25,student,single,high_school,no,yes,yes
39983,38,entrepreneur,married,basic_6y,no,no,no
39984,38,entrepreneur,married,basic_6y,no,yes,no
39985,27,admin,single,high_school,no,no,no
39986,32,management,single,university_degree,no,no,no
39987,30,technician,single,professional_course,no,yes,no
39988,33,admin,married,university_degree,no,no,no
39989,34,unemployed,single,university_degree,no,yes,no
39990,32,blue-collar,married,basic_4y,no,yes,no
39991,26,technician,single,professional_course,no,no,no
39992,26,admin,married,high_school,no,no,no
39993,27,unknown,single,university_degree,no,yes,no
39994,52,admin,married,university_degree,no,yes,no
39995,26,admin,married,high_school,no,no,no
39996,30,technician,single,university_degree,no,yes,no
39997,27,unknown,single,university_degree,no,yes,no
39998,33,services,married,high_school,no,yes,no
39999,56,retired,married,basic_4y,no,yes,no
40000,29,technician,single,high_school,no,yes,no
40001,86,retired,single,basic_9y,unknown,no,no
40002,21,student,single,high_school,no,yes,yes
40003,29,admin,single,high_school,no,no,no
40004,26,admin,married,high_school,no,yes,yes
40005,66,retired,married,basic_4y,no,no,yes
40006,31,technician,single,university_degree,no,yes,no
40007,52,admin,married,university_degree,no,yes,yes
40008,26,admin,married,high_school,no,no,no
40009,37,admin,single,high_school,no,yes,yes
40010,37,admin,single,high_school,no,no,no
40011,35,management,married,university_degree,no,yes,yes
40012,34,admin,married,high_school,no,yes,no
40013,29,admin,single,high_school,no,no,no
40014,60,management,married,university_degree,no,yes,yes
40015,37,admin,single,high_school,no,no,no
40016,27,admin,single,high_school,no,no,no
40017,38,admin,married,high_school,no,no,no
40018,33,blue-collar,married,university_degree,no,no,no
40019,38,unemployed,divorced,high_school,no,no,no
40020,39,blue-collar,married,basic_6y,no,yes,no
40021,27,services,single,high_school,no,no,no
40022,37,admin,single,university_degree,no,yes,no
40023,33,admin,married,university_degree,no,yes,yes
40024,37,admin,single,university_degree,no,yes,no
40025,55,admin,married,university_degree,no,yes,no
40026,35,admin,single,university_degree,no,no,no
40027,27,services,single,high_school,no,unknown,unknown
40028,25,blue-collar,single,basic_9y,no,no,yes
40029,55,admin,married,university_degree,no,yes,yes
40030,48,admin,single,university_degree,no,yes,no
40031,52,admin,single,high_school,no,no,no
40032,41,admin,divorced,university_degree,no,no,no
40033,34,technician,single,university_degree,no,yes,no
40034,25,admin,married,high_school,no,yes,no
40035,32,technician,married,university_degree,no,yes,yes
40036,41,admin,divorced,university_degree,no,no,no
40037,33,admin,single,university_degree,no,yes,no
40038,41,admin,divorced,university_degree,no,yes,no
40039,33,admin,single,university_degree,no,yes,no
40040,30,admin,single,university_degree,no,yes,no
40041,21,student,single,basic_9y,no,yes,no
40042,46,admin,married,high_school,no,yes,no
40043,46,admin,married,high_school,no,yes,no
40044,30,admin,single,university_degree,no,no,no
40045,83,housemaid,divorced,basic_4y,no,yes,yes
40046,29,admin,single,high_school,no,no,no
40047,35,admin,single,university_degree,no,no,no
40048,46,admin,married,high_school,no,yes,yes
40049,43,self-employed,married,university_degree,no,no,no
40050,83,housemaid,divorced,basic_4y,no,yes,no
40051,21,student,single,basic_9y,no,yes,yes
40052,35,entrepreneur,single,university_degree,no,yes,no
40053,55,admin,married,high_school,no,no,no
40054,33,admin,married,high_school,no,yes,yes
40055,35,admin,married,high_school,no,yes,no
40056,36,services,married,high_school,no,no,no
40057,34,admin,single,high_school,no,no,no
40058,57,unknown,married,basic_4y,no,yes,no
40059,58,admin,married,high_school,no,yes,no
40060,75,retired,married,university_degree,no,yes,no
40061,29,admin,single,high_school,no,yes,no
40062,37,admin,married,high_school,no,unknown,unknown
40063,21,student,single,,no,yes,yes
40064,25,services,single,high_school,no,no,yes
40065,21,student,single,,no,no,no
40066,21,student,single,,no,no,no
40067,21,student,single,,no,yes,no
40068,32,admin,single,university_degree,no,no,no
40069,39,technician,married,professional_course,no,yes,no
40070,58,admin,married,high_school,no,yes,yes
40071,25,admin,single,high_school,no,no,no
40072,37,admin,married,high_school,no,yes,no
40073,34,self-employed,single,university_degree,no,no,no
40074,21,student,single,,no,no,no
40075,25,services,single,high_school,no,yes,no
40076,73,retired,divorced,professional_course,unknown,yes,no
40077,34,admin,married,university_degree,no,yes,no
40078,72,retired,married,basic_4y,no,no,yes
40079,26,unemployed,married,high_school,no,yes,no
40080,72,retired,married,basic_4y,no,yes,no
40081,72,retired,married,basic_4y,no,yes,no
40082,32,admin,single,university_degree,no,yes,no
40083,46,admin,married,university_degree,no,yes,no
40084,32,entrepreneur,married,university_degree,no,no,yes
40085,79,retired,married,basic_4y,no,no,yes
40086,33,blue-collar,single,professional_course,no,no,yes
40087,33,unemployed,married,university_degree,no,yes,no
40088,26,unemployed,single,high_school,no,yes,no
40089,33,blue-collar,married,basic_9y,no,no,yes
40090,59,retired,divorced,basic_4y,no,no,no
40091,39,admin,divorced,university_degree,no,yes,yes
40092,36,technician,single,university_degree,no,yes,yes
40093,59,retired,divorced,basic_4y,no,no,yes
40094,39,admin,divorced,university_degree,no,no,yes
40095,28,blue-collar,single,high_school,no,no,yes
40096,62,technician,married,,no,no,yes
40097,35,technician,single,professional_course,no,no,no
40098,62,technician,married,,no,unknown,unknown
40099,62,technician,married,,no,no,no
40100,62,technician,married,,no,yes,no
40101,27,admin,single,university_degree,unknown,no,yes
40102,28,student,single,high_school,no,yes,yes
40103,24,admin,single,high_school,no,no,no
40104,19,student,single,basic_9y,no,no,yes
40105,59,retired,divorced,basic_4y,no,yes,yes
40106,28,blue-collar,single,high_school,no,no,no
40107,19,student,single,basic_9y,no,yes,no
40108,62,technician,married,,no,no,no
40109,62,technician,married,,no,yes,no
40110,33,admin,single,university_degree,no,yes,no
40111,27,admin,single,university_degree,unknown,no,no
40112,28,student,single,high_school,no,yes,no
40113,29,admin,married,university_degree,no,yes,yes
40114,73,retired,married,basic_4y,no,yes,no
40115,29,admin,single,high_school,no,no,no
40116,22,services,single,professional_course,no,no,no
40117,83,retired,married,university_degree,no,yes,no
40118,32,services,married,basic_6y,no,yes,yes
40119,83,retired,married,university_degree,no,no,no
40120,66,retired,married,high_school,no,no,no
40121,66,retired,married,high_school,no,yes,no
40122,29,admin,married,university_degree,no,yes,no
40123,29,admin,married,university_degree,no,unknown,unknown
40124,24,student,single,high_school,no,yes,yes
40125,31,unemployed,single,university_degree,no,yes,no
40126,35,technician,single,professional_course,no,yes,no
40127,35,technician,single,professional_course,no,yes,no
40128,22,services,single,professional_course,no,no,no
40129,73,retired,married,basic_4y,no,yes,yes
40130,29,blue-collar,single,basic_6y,no,yes,no
40131,35,technician,single,professional_course,no,yes,no
40132,29,admin,single,high_school,no,yes,no
40133,32,technician,divorced,professional_course,no,yes,no
40134,53,blue-collar,single,basic_9y,no,no,no
40135,30,student,single,professional_course,no,yes,no
40136,31,admin,single,high_school,no,yes,no
40137,29,technician,single,basic_9y,no,yes,no
40138,53,blue-collar,single,basic_9y,no,yes,no
40139,45,management,married,university_degree,no,yes,no
40140,29,technician,single,professional_course,no,yes,no
40141,29,technician,single,basic_9y,no,yes,no
40142,78,retired,married,,no,yes,no
40143,29,admin,single,university_degree,no,yes,no
40144,34,services,married,basic_9y,no,no,no
40145,53,blue-collar,single,basic_9y,no,yes,no
40146,35,admin,married,university_degree,no,yes,no
40147,34,services,married,basic_9y,no,yes,yes
40148,30,student,single,professional_course,no,yes,no
40149,78,retired,married,,no,yes,no
40150,44,blue-collar,divorced,basic_4y,no,no,no
40151,23,blue-collar,single,basic_9y,no,yes,no
40152,27,blue-collar,single,high_school,no,yes,no
40153,52,technician,married,basic_6y,no,yes,no
40154,50,management,married,university_degree,no,yes,no
40155,37,services,married,high_school,no,no,no
40156,28,services,single,high_school,no,yes,no
40157,32,services,single,,no,no,yes
40158,30,admin,single,university_degree,no,no,no
40159,28,self-employed,single,university_degree,no,no,no
40160,32,admin,single,university_degree,no,yes,no
40161,20,student,single,basic_9y,no,yes,no
40162,80,retired,married,basic_4y,no,no,no
40163,70,retired,divorced,basic_4y,no,no,no
40164,35,admin,married,university_degree,no,no,no
40165,23,blue-collar,single,basic_9y,no,no,no
40166,32,admin,single,university_degree,no,yes,no
40167,28,self-employed,single,university_degree,no,yes,no
40168,47,admin,single,basic_9y,no,yes,yes
40169,38,technician,married,professional_course,no,no,no
40170,54,retired,single,basic_4y,no,yes,no
40171,63,retired,married,basic_4y,no,yes,no
40172,31,admin,single,university_degree,no,yes,no
40173,26,technician,single,university_degree,no,no,no
40174,32,admin,single,university_degree,no,no,no
40175,44,admin,married,,no,no,no
40176,31,admin,married,high_school,no,no,no
40177,60,admin,married,university_degree,no,no,no
40178,51,admin,married,university_degree,no,no,yes
40179,31,admin,married,high_school,no,yes,yes
40180,43,technician,divorced,,no,no,no
40181,31,admin,married,university_degree,no,no,no
40182,27,admin,single,high_school,no,yes,no
40183,29,admin,single,high_school,no,yes,no
40184,26,technician,single,university_degree,no,yes,no
40185,32,management,single,university_degree,no,no,no
40186,51,admin,married,university_degree,no,no,yes
40187,44,admin,single,high_school,no,no,yes
40188,59,technician,married,professional_course,no,yes,no
40189,21,housemaid,single,high_school,no,no,no
40190,54,admin,married,university_degree,no,no,yes
40191,22,admin,single,university_degree,no,yes,no
40192,56,technician,married,professional_course,no,yes,no
40193,49,technician,divorced,professional_course,no,yes,no
40194,78,retired,married,basic_4y,no,no,no
40195,72,retired,married,basic_4y,no,yes,no
40196,72,retired,married,basic_4y,no,yes,no
40197,78,retired,married,basic_4y,no,yes,no
40198,56,technician,married,professional_course,no,no,no
40199,56,unemployed,divorced,basic_4y,no,yes,no
40200,66,retired,married,basic_4y,no,yes,no
40201,78,retired,married,basic_4y,no,yes,no
40202,29,admin,married,university_degree,no,yes,no
40203,30,technician,married,university_degree,no,yes,yes
40204,28,technician,single,university_degree,no,no,no
40205,28,services,single,high_school,no,yes,no
40206,66,housemaid,married,basic_4y,no,no,yes
40207,29,technician,single,professional_course,no,no,yes
40208,54,unknown,married,basic_9y,no,yes,no
40209,28,technician,single,university_degree,no,yes,no
40210,23,student,single,,no,no,no
40211,35,blue-collar,married,high_school,no,yes,no
40212,62,retired,married,high_school,no,no,no
40213,23,unemployed,single,high_school,no,no,no
40214,38,admin,married,high_school,no,no,no
40215,48,technician,married,professional_course,no,no,no
40216,66,housemaid,married,basic_4y,no,no,no
40217,23,admin,single,university_degree,no,yes,no
40218,82,housemaid,divorced,basic_4y,no,no,no
40219,72,retired,married,basic_6y,no,no,no
40220,72,retired,married,basic_6y,no,yes,no
40221,37,unemployed,single,university_degree,no,yes,yes
40222,21,student,single,basic_9y,no,no,no
40223,24,technician,single,professional_course,no,yes,no
40224,71,retired,married,professional_course,no,yes,no
40225,52,admin,married,university_degree,no,yes,yes
40226,24,services,single,high_school,no,yes,no
40227,43,technician,married,professional_course,no,yes,no
40228,64,admin,married,high_school,no,no,no
40229,45,management,married,university_degree,no,yes,no
40230,40,management,married,university_degree,no,yes,no
40231,30,admin,single,university_degree,no,yes,no
40232,34,technician,single,basic_9y,no,no,no
40233,29,self-employed,single,university_degree,no,no,no
40234,60,admin,married,basic_9y,no,no,no
40235,24,services,single,high_school,no,yes,no
40236,56,services,married,high_school,no,yes,no
40237,45,management,married,university_degree,no,no,yes
40238,31,student,single,university_degree,no,no,no
40239,59,management,married,basic_4y,no,yes,no
40240,42,unknown,single,university_degree,no,no,no
40241,31,student,single,university_degree,no,yes,yes
40242,32,technician,single,university_degree,no,no,no
40243,24,technician,married,professional_course,no,no,no
40244,42,unknown,single,university_degree,no,yes,no
40245,26,admin,single,high_school,no,yes,no
40246,26,admin,single,university_degree,no,no,no
40247,63,admin,married,university_degree,no,yes,no
40248,29,admin,single,university_degree,no,yes,no
40249,35,blue-collar,married,basic_9y,no,yes,no
40250,51,technician,married,high_school,no,no,no
40251,65,management,married,university_degree,no,yes,no
40252,29,admin,married,university_degree,no,no,no
40253,31,admin,married,university_degree,no,no,no
40254,52,technician,single,professional_course,no,no,no
40255,34,admin,single,university_degree,no,yes,yes
40256,27,blue-collar,single,basic_6y,no,no,no
40257,35,admin,married,university_degree,no,no,no
40258,68,retired,married,university_degree,no,yes,no
40259,68,retired,married,university_degree,no,no,no
40260,61,admin,married,,no,yes,yes
40261,24,technician,single,professional_course,no,yes,no
40262,84,retired,divorced,basic_4y,no,yes,yes
40263,32,admin,single,university_degree,no,no,no
40264,32,admin,single,university_degree,no,yes,no
40265,23,student,single,,no,no,no
40266,52,admin,married,professional_course,no,no,no
40267,23,technician,single,professional_course,no,yes,no
40268,33,admin,single,university_degree,no,no,no
40269,28,technician,single,professional_course,no,no,yes
40270,52,admin,married,professional_course,no,yes,yes
40271,28,technician,single,professional_course,no,yes,no
40272,52,admin,married,professional_course,no,yes,yes
40273,77,retired,married,basic_4y,no,unknown,unknown
40274,26,student,single,high_school,no,no,no
40275,48,housemaid,married,professional_course,no,yes,no
40276,68,retired,divorced,high_school,no,yes,yes
40277,74,retired,divorced,basic_4y,no,yes,yes
40278,24,student,single,professional_course,no,no,no
40279,25,self-employed,single,,no,unknown,unknown
40280,57,blue-collar,married,basic_4y,no,no,yes
40281,24,student,single,professional_course,no,yes,no
40282,66,retired,divorced,high_school,no,no,no
40283,51,retired,divorced,high_school,no,no,no
40284,50,housemaid,married,basic_4y,no,no,yes
40285,47,admin,married,university_degree,no,yes,yes
40286,48,housemaid,married,professional_course,no,no,no
40287,26,technician,single,professional_course,no,no,no
40288,60,retired,married,professional_course,no,yes,yes
40289,76,unknown,married,,no,no,no
40290,23,admin,single,high_school,no,no,no
40291,80,retired,divorced,basic_4y,no,no,yes
40292,34,admin,divorced,university_degree,no,yes,no
40293,50,housemaid,married,basic_6y,no,no,no
40294,50,entrepreneur,divorced,university_degree,no,yes,no
40295,31,technician,single,university_degree,no,no,no
40296,51,admin,married,university_degree,no,no,no
40297,65,management,married,high_school,no,yes,no
40298,31,technician,single,university_degree,no,yes,no
40299,48,blue-collar,married,professional_course,no,no,no
40300,71,retired,married,basic_4y,no,yes,no
40301,31,technician,single,university_degree,no,no,no
40302,34,admin,married,university_degree,no,yes,no
40303,53,admin,married,high_school,no,yes,no
40304,39,unemployed,single,high_school,no,yes,no
40305,27,services,single,high_school,no,no,no
40306,32,management,single,university_degree,no,no,no
40307,23,admin,single,university_degree,no,no,yes
40308,41,admin,married,university_degree,no,yes,no
40309,37,management,married,university_degree,no,yes,no
40310,35,admin,married,university_degree,no,yes,no
40311,56,retired,divorced,high_school,no,yes,no
40312,71,retired,married,basic_9y,no,yes,yes
40313,40,management,married,university_degree,no,no,no
40314,39,unemployed,single,high_school,no,yes,no
40315,37,admin,married,university_degree,no,yes,no
40316,34,self-employed,married,university_degree,no,unknown,unknown
40317,40,management,married,university_degree,no,yes,no
40318,63,retired,married,basic_4y,no,no,no
40319,55,services,divorced,high_school,no,yes,no
40320,46,admin,married,high_school,no,no,no
40321,33,services,single,high_school,no,yes,no
40322,25,student,single,high_school,no,no,no
40323,33,admin,single,university_degree,no,no,yes
40324,31,student,single,,no,no,no
40325,42,admin,single,university_degree,no,no,no
40326,67,retired,married,basic_4y,no,no,no
40327,31,technician,single,,no,no,no
40328,53,services,married,basic_9y,no,yes,no
40329,31,student,single,,no,yes,no
40330,36,admin,single,professional_course,no,yes,no
40331,81,retired,married,basic_4y,no,yes,no
40332,25,student,single,high_school,no,yes,no
40333,42,admin,single,university_degree,no,yes,no
40334,31,self-employed,single,university_degree,no,no,no
40335,62,retired,married,basic_4y,no,no,no
40336,67,retired,married,basic_4y,no,no,no
40337,33,services,single,high_school,no,yes,no
40338,38,technician,single,university_degree,no,no,no
40339,31,technician,single,,no,no,no
40340,33,admin,single,university_degree,no,yes,yes
40341,53,services,married,basic_9y,no,yes,no
40342,31,technician,single,,no,yes,no
40343,28,admin,married,university_degree,no,yes,no
40344,77,retired,divorced,professional_course,no,no,no
40345,27,admin,single,university_degree,no,no,no
40346,31,student,single,university_degree,no,no,no
40347,64,retired,married,professional_course,no,no,no
40348,37,technician,single,university_degree,no,yes,no
40349,28,admin,single,university_degree,no,yes,yes
40350,28,unemployed,single,basic_9y,no,no,yes
40351,31,student,single,university_degree,no,no,no
40352,47,services,divorced,,no,yes,no
40353,21,student,single,high_school,no,yes,no
40354,31,admin,single,university_degree,no,no,no
40355,40,admin,married,high_school,no,no,yes
40356,75,retired,married,,no,no,no
40357,30,student,single,high_school,no,no,no
40358,21,student,single,high_school,no,yes,no
40359,58,blue-collar,married,basic_4y,no,yes,no
40360,48,admin,married,university_degree,no,yes,yes
40361,28,student,single,,unknown,yes,no
40362,35,technician,married,university_degree,no,yes,no
40363,35,technician,married,university_degree,no,yes,no
40364,27,student,single,university_degree,no,yes,no
40365,28,student,single,basic_9y,no,yes,no
40366,61,retired,married,university_degree,no,no,no
40367,47,admin,married,university_degree,no,unknown,unknown
40368,27,student,single,university_degree,no,no,no
40369,30,admin,single,university_degree,no,no,no
40370,59,unknown,married,,no,no,no
40371,28,student,single,basic_9y,no,no,yes
40372,28,student,single,basic_9y,no,no,no
40373,18,student,single,,no,yes,no
40374,52,admin,married,university_degree,no,yes,no
40375,48,blue-collar,married,basic_9y,no,no,no
40376,27,student,single,university_degree,no,yes,no
40377,34,admin,married,university_degree,no,yes,no
40378,27,student,single,basic_9y,no,yes,no
40379,18,student,single,,no,yes,no
40380,48,admin,single,university_degree,no,yes,no
40381,47,admin,married,university_degree,no,no,no
40382,30,admin,single,university_degree,no,yes,no
40383,18,student,single,,no,yes,yes
40384,44,services,divorced,basic_6y,no,yes,no
40385,30,blue-collar,single,professional_course,no,no,no
40386,46,admin,single,high_school,no,no,no
40387,41,admin,divorced,high_school,no,yes,yes
40388,46,admin,single,high_school,no,no,no
40389,26,unemployed,single,university_degree,no,yes,no
40390,46,technician,married,professional_course,no,no,no
40391,26,unemployed,single,university_degree,no,yes,no
40392,48,admin,divorced,university_degree,no,no,no
40393,71,blue-collar,divorced,basic_4y,unknown,no,no
40394,41,admin,divorced,high_school,no,unknown,unknown
40395,48,admin,divorced,university_degree,no,no,no
40396,44,admin,single,university_degree,no,no,no
40397,27,technician,single,university_degree,no,yes,no
40398,47,admin,married,high_school,no,no,no
40399,31,student,single,,no,yes,no
40400,77,retired,married,basic_4y,no,no,no
40401,31,student,single,,no,yes,no
40402,41,entrepreneur,married,university_degree,no,yes,no
40403,30,student,single,high_school,no,no,no
40404,41,entrepreneur,married,university_degree,no,yes,no
40405,71,retired,married,university_degree,no,yes,no
40406,37,management,married,high_school,no,yes,no
40407,46,technician,married,professional_course,no,yes,no
40408,63,retired,married,basic_4y,no,no,no
40409,41,admin,divorced,high_school,no,yes,yes
40410,25,admin,single,university_degree,no,no,no
40411,45,admin,married,university_degree,no,no,no
40412,60,housemaid,married,basic_4y,no,no,no
40413,59,retired,married,professional_course,no,yes,no
40414,72,housemaid,married,basic_6y,unknown,yes,no
40415,32,entrepreneur,single,professional_course,no,yes,no
40416,41,admin,divorced,high_school,no,yes,no
40417,27,admin,single,university_degree,no,no,no
40418,59,retired,married,professional_course,no,no,no
40419,41,admin,divorced,high_school,no,yes,no
40420,41,admin,divorced,high_school,no,yes,no
40421,77,management,married,,no,yes,no
40422,41,technician,divorced,university_degree,no,yes,no
40423,41,technician,divorced,university_degree,no,yes,no
40424,27,admin,single,university_degree,no,yes,no
40425,24,admin,single,university_degree,no,yes,yes
40426,24,admin,single,university_degree,no,no,no
40427,64,retired,married,basic_4y,no,unknown,unknown
40428,64,unknown,married,,no,yes,no
40429,30,technician,single,professional_course,no,no,no
40430,30,self-employed,single,university_degree,no,unknown,unknown
40431,26,services,single,high_school,no,no,no
40432,30,self-employed,single,university_degree,no,no,no
40433,26,admin,single,university_degree,no,no,no
40434,47,management,married,university_degree,no,yes,no
40435,35,unemployed,married,high_school,no,yes,no
40436,47,management,married,university_degree,no,yes,no
40437,73,retired,divorced,basic_4y,unknown,yes,no
40438,56,blue-collar,divorced,basic_4y,no,yes,no
40439,29,services,single,university_degree,no,no,no
40440,58,technician,married,basic_9y,no,yes,no
40441,26,admin,single,university_degree,no,no,no
40442,26,admin,single,university_degree,no,no,no
40443,53,management,married,university_degree,no,yes,no
40444,55,housemaid,single,university_degree,no,yes,no
40445,73,retired,divorced,basic_4y,unknown,yes,no
40446,55,admin,divorced,high_school,no,no,no
40447,25,unemployed,single,high_school,no,no,no
40448,58,management,married,university_degree,no,no,no
40449,34,blue-collar,married,basic_9y,no,no,yes
40450,92,retired,married,,no,no,yes
40451,19,student,single,,no,no,no
40452,50,admin,single,university_degree,no,no,no
40453,22,technician,single,professional_course,no,yes,no
40454,65,retired,married,professional_course,no,yes,no
40455,34,admin,single,high_school,no,yes,no
40456,37,management,married,university_degree,no,yes,yes
40457,31,admin,married,university_degree,no,no,no
40458,70,retired,married,basic_4y,no,yes,no
40459,25,technician,single,university_degree,no,yes,no
40460,31,admin,married,university_degree,no,no,no
40461,55,admin,divorced,high_school,no,yes,no
40462,65,retired,married,professional_course,no,yes,no
40463,43,technician,married,high_school,no,yes,no
40464,31,services,single,high_school,no,yes,no
40465,61,admin,married,university_degree,no,yes,yes
40466,26,student,single,high_school,no,yes,no
40467,51,blue-collar,married,basic_9y,no,yes,no
40468,77,retired,married,,no,no,no
40469,92,retired,married,,no,no,yes
40470,75,retired,married,basic_4y,no,no,no
40471,59,admin,married,university_degree,no,yes,no
40472,35,admin,married,university_degree,no,yes,no
40473,66,admin,divorced,university_degree,no,yes,no
40474,35,admin,married,university_degree,no,yes,yes
40475,41,admin,married,university_degree,no,yes,no
40476,42,technician,married,professional_course,no,no,no
40477,71,admin,married,basic_4y,no,yes,no
40478,67,housemaid,divorced,professional_course,no,no,no
40479,60,blue-collar,married,basic_4y,no,yes,no
40480,52,management,married,university_degree,no,yes,no
40481,70,technician,married,,no,no,no
40482,33,admin,married,university_degree,no,no,no
40483,51,technician,married,professional_course,no,yes,no
40484,76,retired,married,university_degree,no,yes,no
40485,27,admin,married,university_degree,no,no,no
40486,60,blue-collar,married,basic_4y,no,yes,no
40487,33,admin,married,university_degree,no,yes,no
40488,76,retired,married,university_degree,no,no,no
40489,30,admin,single,high_school,no,no,no
40490,33,management,married,university_degree,no,no,no
40491,52,management,married,university_degree,no,unknown,unknown
40492,42,blue-collar,married,basic_9y,no,yes,no
40493,25,student,single,high_school,no,yes,yes
40494,48,self-employed,divorced,university_degree,no,no,no
40495,38,entrepreneur,married,university_degree,no,yes,no
40496,39,services,single,high_school,no,yes,no
