"id","year","product_name","company","country","industry_group","weight_kg","carbon_footprint_pcf","upstream_percent_total_pcf","operations_percent_total_pcf","downstream_percent_total_pcf"
"394-20-2017",2017,"Monosodium L-Glutamate","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",20,58,"43.90%","53.48%","2.61%"
"394-21-2017",2017,"Nabe Cube(R) Toridashi Umashio","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.058,0.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-2-2017",2017,"AGF Blendy Stick Cafe au Lait","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.12,0.58,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-22-2017",2017,"Rosdee Pork","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.075,0.24,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-3-2017",2017,"Aji-ngon Pork","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.4,1.07,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-4-2017",2017,"Ajinomoto KK Consomme(Granules)","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.085,0.58,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-5-2017",2017,"Ajinomoto KK Shirogayu 250g","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.25,0.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-6-2017",2017,"Aspartame","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",25,780,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-7-2017",2017,"Cook Do(R) Hoikoro","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.09,0.27,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-8-2017",2017,"Cook Do(R) kyo-no Ozara Butabara Daikon","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",0.1,0.23,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"394-9-2017",2017,"Di-sodium 5'-Inosinate","Ajinomoto Co.Inc.","Japan","""Food, Beverage & Tobacco""",12,155,"42.81%","56.61%","0.58%"
"40638-1-2016",2016,"Diced tomato","Agraz","Spain","""Food, Beverage & Tobacco""",220,155.71,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"40638-2-2016",2016,"Tomato fibre","Agraz","Spain","""Food, Beverage & Tobacco""",25,12.52,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"40638-3-2016",2016,"Tomato paste","Agraz","Spain","""Food, Beverage & Tobacco""",238,155.78,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"40638-4-2016",2016,"Tomato powder","Agraz","Spain","""Food, Beverage & Tobacco""",25,16.22,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"40661-1-2014",2014,"Peppermint tea infusion","Martin Bauer GmbH","Germany","""Food, Beverage & Tobacco""",0.002,0.02041,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"40661-1-2015",2015,"Peppermint tea infusion","Martin Bauer GmbH","Germany","""Food, Beverage & Tobacco""",0.002,0.02041,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"40920-1-2015",2015,"PET preforms","Mpact Limited","South Africa","Containers & Packaging",1000,871,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"41515-1-2013",2013,"Cable of LMR-195-LLPL","Times Microwave Systems","USA","Capital Goods",0.03,0.0295,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"41515-1-2014",2014,"Cable","Times Microwave Systems","USA","Capital Goods",0.03,0.0255,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"41515-1-2015",2015,"Cable","Times Microwave Systems","USA","Electrical Equipment and Machinery",0.03,0.023,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"41697-1-2016",2016,"Float Table Top & Base","Humanscale Corporation","USA","Commercial & Professional Services",59.02,39.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-7-2013",2013,"Sodium chlorate produced in North America.","Akzo Nobel","Netherlands","Materials",1000,1200,"15.38%","84.62%","0.00%"
"41697-2-2016",2016,"Smart Chair","Humanscale Corporation","USA","Commercial & Professional Services",16.78,34,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4226-1-2013",2013,"Residential Air Conditioner","""Daikin Industries, Ltd.""","Japan","Capital Goods",17.46331,3653,"3.78%","0.63%","95.59%"
"4226-1-2014",2014,"Residential Air Conditioner","""Daikin Industries, Ltd.""","Japan","Capital Goods",17.46331,3505,"3.94%","0.66%","95.41%"
"4226-1-2015",2015,"Residential Air Conditioner","""Daikin Industries, Ltd.""","Japan","Capital Goods",17.46331,3505,"3.94%","0.66%","95.41%"
"4226-1-2017",2017,"Residential Air Conditioner","""Daikin Industries, Ltd.""","Japan","Capital Goods",17.46331,4218,"3.96%","0.55%","95.50%"
"4226-2-2017",2017,"Commercial Air Conditioner","""Daikin Industries, Ltd.""","Japan","Capital Goods",149.685,51066,"0.98%","0.13%","98.88%"
"4226-3-2017",2017,"Light commercial Air Conditioner","""Daikin Industries, Ltd.""","Japan","Capital Goods",128.367,39653,"0.70%","0.10%","99.21%"
"4235-10-2015",2015,"Mercedes-Benz CLS-Class","Daimler AG","Germany","Automobiles & Components",1790,57100,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-11-2015",2015,"Mercedes-Benz E-Class BlueTEC Hybrid","Daimler AG","Germany","Automobiles & Components",1735,40600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-1-2015",2015,"Mercedes-Benz A-Class","Daimler AG","Germany","Automobiles & Components",1425,30500,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-12-2015",2015,"Mercedes-Benz GLA-Class","Daimler AG","Germany","Automobiles & Components",1535,31500,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-13-2015",2015,"Mercedes-Benz GLK-Class","Daimler AG","Germany","Automobiles & Components",1850,48800,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-14-2015",2015,"Mercedes-Benz SL-Class","Daimler AG","Germany","Automobiles & Components",1730,69000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-15-2016",2016,"Mercedes-Benz A-Class (A 180 BlueEFFICIENCY)","Daimler AG","Germany","Automobiles & Components",1200,32000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-16-2016",2016,"Mercedes-Benz B-Class (B 180 BlueEFFICIENCY)","Daimler AG","Germany","Automobiles & Components",1200,34000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-17-2016",2016,"Mercedes-Benz B-Class Electric Drive (B 250 e)","Daimler AG","Germany","Automobiles & Components",1650,12000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-18-2016",2016,"Mercedes-Benz C-Class (C 180)","Daimler AG","Germany","Automobiles & Components",1400,36000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-19-2016",2016,"Mercedes-Benz C-Class (C 250)","Daimler AG","Germany","Automobiles & Components",1800,39000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-20-2016",2016,"Mercedes-Benz C-Class Plug-In Hybrid (C 350 e)","Daimler AG","Germany","Automobiles & Components",1925,24000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-21-2016",2016,"Mercedes-Benz CLA (CLA 180)","Daimler AG","Germany","Automobiles & Components",1200,31000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-2-2015",2015,"Mercedes-Benz B-Class","Daimler AG","Germany","Automobiles & Components",1425,32500,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-22-2016",2016,"Mercedes-Benz CLS (350 BlueEFFICIENCY)","Daimler AG","Germany","Automobiles & Components",2220,60000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-23-2016",2016,"Mercedes-Benz E-Class (E 200)","Daimler AG","Germany","Automobiles & Components",1500,50000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-24-2016",2016,"Mercedes-Benz E-Class (E 220 d (Estate))","Daimler AG","Germany","Automobiles & Components",2320,41000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-25-2016",2016,"Mercedes-Benz E-Class (E 220 d)","Daimler AG","Germany","Automobiles & Components",2100,38000,"18.46%","5.69%","75.85%"
"4235-26-2016",2016,"Mercedes-Benz E-Class Plug-In Hybrid (E 350 e)","Daimler AG","Germany","Automobiles & Components",1925,26000,"31.44%","9.70%","58.87%"
"4235-27-2016",2016,"Mercedes-Benz GLA (GLA 200)","Daimler AG","Germany","Automobiles & Components",1400,33000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-28-2016",2016,"Mercedes-Benz GLC (220 d 4MATIC)","Daimler AG","Germany","Automobiles & Components",2500,39000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-29-2016",2016,"Mercedes-Benz GLC Plug-In Hybrid (GLC 350 e 4MATIC)","Daimler AG","Germany","Automobiles & Components",2000,27000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-30-2016",2016,"Mercedes-Benz GLE (GLE 500 4MATIC)","Daimler AG","Germany","Automobiles & Components",3500,91000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-31-2016",2016,"Mercedes-Benz GLE Plug-In Hybrid - GLE 500 e 4MATIC","Daimler AG","Germany","Automobiles & Components",3500,39000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-3-2015",2015,"Mercedes-Benz C-Class","Daimler AG","Germany","Automobiles & Components",1505,50500,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-32-2016",2016,"Mercedes-Benz S-Class (S 500)","Daimler AG","Germany","Automobiles & Components",2050,85000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-33-2016",2016,"Mercedes-Benz S-Class Hybrid (S 300 BlueTEC HYBRID)","Daimler AG","Germany","Automobiles & Components",2715,51000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-34-2016",2016,"Mercedes-Benz S-Class Hybrid (S 400 h)","Daimler AG","Germany","Automobiles & Components",2595,66000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-35-2016",2016,"Mercedes-Benz S-Class Plug-In Hybrid (S 500 e)","Daimler AG","Germany","Automobiles & Components",2585,38000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-36-2016",2016,"Mercedes-Benz SL (SL 350)","Daimler AG","Germany","Automobiles & Components",2065,72000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-37-2016",2016,"Mercedes-Benz SLC (SLK 200 BlueEFFICIENCY)","Daimler AG","Germany","Automobiles & Components",2015,45000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-4-2015",2015,"Mercedes-Benz C-Class e","Daimler AG","Germany","Automobiles & Components",1580,27400,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-5-2015",2015,"Mercedes-Benz E-Class Saloon","Daimler AG","Germany","Automobiles & Components",1680,47200,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-6-2015",2015,"Mercedes-Benz M-Class - Passenger Car","Daimler AG","Germany","Automobiles & Components",2110,43600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-7-2015",2015,"Mercedes-Benz S-Class","Daimler AG","Germany","Automobiles & Components",2015,54000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-8-2015",2015,"Mercedes-Benz B-Class electric drive","Daimler AG","Germany","Automobiles & Components",1725,22600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4235-9-2015",2015,"Mercedes-Benz CLA-Class","Daimler AG","Germany","Automobiles & Components",1490,30000,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4311-1-2013",2013,"Set yoghourt","Danone","France","""Food, Beverage & Tobacco""",1,1.531,"65.19%","11.30%","23.51%"
"4311-2-2013",2013,"Drink yoghourt","Danone","France","""Food, Beverage & Tobacco""",1,1.297,"63.45%","9.10%","27.45%"
"4311-3-2013",2013,"Plain Water (SKU: Bonafont 1L film bottle)","Danone","France","""Food, Beverage & Tobacco""",1,0.174,"35.63%","17.24%","47.13%"
"4311-4-2015",2015,"BONAFONT NATURAL 6000 ML X2 FILM 84 (6L RPET Bottle)_54742","Danone","France","Food & Beverage Processing",1,0.145,"36.24%","19.78%","43.98%"
"4311-5-2015",2015,"DANONE MPCK STRAWBERRY 1960G (8X245G)_87121","Danone","France","Food & Beverage Processing",1,2.279,"78.26%","5.48%","16.26%"
"4311-6-2015",2015,"SILHOUETTE ST/PE/RA/BL 100GX16_14967","Danone","France","Food & Beverage Processing",1,1.26,"78.78%","4.91%","16.31%"
"4311-7-2015",2015,"Activia STR/PCH/BLU 24X4OZ CLUB_67740","Danone","France","Food & Beverage Processing",1,2.253,"74.78%","7.31%","17.91%"
"432-1-2016",2016,"Argon","Air Liquide","France","Materials",1.7857142857,0.567,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"432-3-2016",2016,"Nitrogen","Air Liquide","France","Materials",1.25,0.501,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4332-1-2014",2014,"Keyboards","Darfon Electronics Corp","Taiwan","Technology Hardware & Equipment",0.445,10.41,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4332-1-2015",2015,"Keyboard","Darfon Electronics Corp","Taiwan","Technology Hardware & Equipment",0.158,0.89,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4416-1-2016",2016,"DC fan","Delta Electronics","Taiwan","Technology Hardware & Equipment",0.26,1.86,"84.09%","15.91%","0.00%"
"4416-2-2016",2016,"External power supply/ portable adaptor","Delta Electronics","Taiwan","Technology Hardware & Equipment",0.363,7.9,"96.84%","3.16%","0.00%"
"4416-3-2016",2016,"PV Inverter","Delta Electronics","Taiwan","Technology Hardware & Equipment",81.918782,686.42,"95.14%","4.86%","0.00%"
"4416-4-2016",2016,"TPS (Telecom Power System)","Delta Electronics","Taiwan","Technology Hardware & Equipment",4.1,69.437,"5.49%","94.51%","0.00%"
"4433-10-2015",2015,"Latitude E6440","Dell Inc.","USA","Technology Hardware & Equipment",2.12,348,"48.89%","18.64%","32.47%"
"4433-11-2015",2015,"Latitude E6540","Dell Inc.","USA","Technology Hardware & Equipment",2.56,408,"45.95%","17.53%","36.52%"
"4433-1-2013",2013,"""The Latitude E6400 is a typical high-volume, mainstream business laptop that is representative of a range of similar laptop  products. It is Energy Star® 5.0 qualified and EPEAT Gold registered.""","Dell Inc.","USA","Technology Hardware & Equipment",2.52,350,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4433-12-2015",2015,"Latitude E7240","Dell Inc.","USA","Technology Hardware & Equipment",1.36,310,"58.66%","22.37%","18.97%"
"4433-13-2015",2015,"Latitude E7440","Dell Inc.","USA","Technology Hardware & Equipment",1.63,276,"56.39%","21.51%","22.10%"
"4433-14-2015",2015,"OptiPlex 3030 all-in-one","Dell Inc.","USA","Technology Hardware & Equipment",7.03,480,"36.35%","13.86%","49.79%"
"4433-2-2013",2013,"""The OptiPlex 780 Mini Tower is a typical high-volume, mainstream business desktop that is representative of a range of similar desktop products. It is Energy Star® 5.0 compliant and EPEAT Gold registered.""","Dell Inc.","USA","Technology Hardware & Equipment",11.7,800,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-8-2013",2013,"""Sodium chlorate as solid phase, produced in South America.""","Akzo Nobel","Netherlands","Materials",1000,220,"59.09%","40.91%","0.00%"
"4433-3-2013",2013,"""PowerEdge R710 is a typical high-volume, next-generation Intel Xeon processor-based 2U Rack Server that is representative of a range of similar server products.""","Dell Inc.","USA","Technology Hardware & Equipment",26.1,6360,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"4433-3-2015",2015,"PowerEdge R710","Dell Inc.","USA","Technology Hardware & Equipment",26.1,6360,"5.72%","2.18%","92.10%"
"4433-4-2015",2015,"OptiPlex 3010 Minitower (MT)","Dell Inc.","USA","Technology Hardware & Equipment",5.7,624,"32.60%","12.43%","54.97%"
"4433-5-2015",2015,"OptiPlex 9010 Small Form Factor (SFF)","Dell Inc.","USA","Technology Hardware & Equipment",6,667,"28.39%","10.83%","60.78%"
"4433-6-2015",2015,"Latitude E3440","Dell Inc.","USA","Technology Hardware & Equipment",2,314,"50.19%","19.14%","30.67%"
"4433-7-2015",2015,"Latitude E3540","Dell Inc.","USA","Technology Hardware & Equipment",2.22,309,"53.71%","20.48%","25.81%"
"4433-8-2015",2015,"Latitude E5440","Dell Inc.","USA","Technology Hardware & Equipment",2,292,"55.78%","21.27%","22.95%"
"4433-9-2015",2015,"Latitude E5540","Dell Inc.","USA","Technology Hardware & Equipment",2.3,311,"53.80%","20.52%","25.68%"
"462-10-2013",2013,"Average of all products sold to Braskem","Akzo Nobel","Netherlands","Materials",1,5.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-10-2014",2014,"Average of all products sold to Braskem","Akzo Nobel","Netherlands","Materials",1000,5500,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-10-2015",2015,"Average of all products sold to Braskem","Akzo Nobel","Netherlands","Chemicals",1000,6500,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-10-2016",2016,"Average of all products sold to Braskem","Akzo Nobel","Netherlands","Materials",1000,6240,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-11-2014",2014,"Aggregated Global Sales for KAO","Akzo Nobel","Netherlands","Materials",1000,3100,"83.55%","16.45%","0.00%"
"462-1-2013",2013,"Beverage can inside spray lacquer steel - Aqualure 905","Akzo Nobel","Netherlands","Materials",1000,2000,"95.96%","4.04%","0.00%"
"462-1-2014",2014,"Beverage can inside spray lacquer steel","Akzo Nobel","Netherlands","Materials",1000,2000,"95.96%","4.04%","0.00%"
"462-12-2014",2014,"Average of all products sold to KAO","Akzo Nobel","Netherlands","Materials",1000,4900,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-13-2015",2015,"Aggregated Global Sales for Customer CNH Industrial NV","Akzo Nobel","Netherlands","Chemicals",1000,4700,"91.30%","8.70%","0.00%"
"462-14-2016",2016,"Aggregated global sales for Dell Inc","Akzo Nobel","Netherlands","Materials",1000,1320,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-15-2016",2016,"Aggregated sales to Symrise","Akzo Nobel","Netherlands","Materials",1000,141,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-16-2016",2016,"Caustic products delivered to ICL","Akzo Nobel","Netherlands","Materials",1000,440,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-17-2016",2016,"Chelates and Micronutrients sold to ICL","Akzo Nobel","Netherlands","Materials",1,2.85,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-18-2016",2016,"Chlormethane products delivered to ICL","Akzo Nobel","Netherlands","Materials",1000,1800,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-2-2013",2013,"""Beverage can inside spray lacquer aluminium - Aqualure 900, Aqualure 2000 etc.""","Akzo Nobel","Netherlands","Materials",1000,1600,"94.94%","5.06%","0.00%"
"462-2-2014",2014,"Beverage can inside spray lacquer aluminium","Akzo Nobel","Netherlands","Materials",1000,1600,"94.94%","5.06%","0.00%"
"462-2-2015",2015,"Beverage can inside spray lacquer aluminium","Akzo Nobel","Netherlands","Chemicals",1000,1600,"94.94%","5.06%","0.00%"
"462-3-2013",2013,"Overprint varnishes  (also used to approximate rim varnishes)","Akzo Nobel","Netherlands","Materials",1000,2200,"96.33%","3.67%","0.00%"
"462-3-2014",2014,"Overprint varnishes","Akzo Nobel","Netherlands","Materials",1000,2200,"96.33%","3.67%","0.00%"
"462-3-2015",2015,"Overprint varnishes","Akzo Nobel","Netherlands","Chemicals",1000,2200,"96.33%","3.67%","0.00%"
"462-4-2013",2013,"Aggregated Global Sales for Unilever - Polyacrylates and other products","Akzo Nobel","Netherlands","Materials",1,3,"70.20%","29.80%","0.00%"
"462-4-2014",2014,"Aggregated Global Sales for Unilever","Akzo Nobel","Netherlands","Materials",1000,3420,"71.64%","28.36%","0.00%"
"462-4-2015",2015,"Aggregated Global Sales for Unilever","Akzo Nobel","Netherlands","Chemicals",1000,2580,"74.81%","25.19%","0.00%"
"462-4-2016",2016,"Aggregated Global Sales for Unilever","Akzo Nobel","Netherlands","Materials",1,2.54,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-5-2013",2013,"Aggregated Global Sales for L'Oreal - Polyacrylates and other products","Akzo Nobel","Netherlands","Materials",1,2.2,"50.18%","49.82%","0.00%"
"462-5-2014",2014,"Aggregated Global Sales for L'Oreal","Akzo Nobel","Netherlands","Materials",1000,3010,"65.45%","34.55%","0.00%"
"462-5-2015",2015,"Aggregated Global Sales for L'Oreal","Akzo Nobel","Netherlands","Chemicals",1000,2760,"64.74%","35.26%","0.00%"
"462-5-2016",2016,"Aggregated Global Sales for L'Oreal","Akzo Nobel","Netherlands","Materials",1,2.69,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-6-2013",2013,"Aggregated Global Sales for Johnson & Johnson - Polyacrylates and other products","Akzo Nobel","Netherlands","Materials",1,2,"63.73%","36.27%","0.00%"
"462-6-2014",2014,"Aggregated Global Sales for Johnson & Johnson","Akzo Nobel","Netherlands","Materials",1000,3400,"75.88%","24.12%","0.00%"
"462-6-2015",2015,"Aggregated Global Sales for Johnson & Johnson","Akzo Nobel","Netherlands","Chemicals",1000,2910,"74.23%","25.77%","0.00%"
"462-6-2016",2016,"Aggregated Global Sales for Johnson & Johnson","Akzo Nobel","Netherlands","Materials",1,3.56,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"462-9-2013",2013,"Chlorine dioxide water solution produced in South America.","Akzo Nobel","Netherlands","Materials",1000,850,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46693-1-2013",2013,"Extra Neutral Potable Ethanol 96.4%","NCP ALCOHOLS","South Africa","""Food, Beverage & Tobacco""",1041.6666666667,2019,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46693-1-2016",2016,"Extra Neutral Potable Ethanol 96.4%","NCP ALCOHOLS","South Africa","""Food, Beverage & Tobacco""",1041.6666666667,1280,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46702-1-2014",2014,"Malt non HDP","MUNTONS PLC","United Kingdom","Food & Staples Retailing",1000,603,"49.92%","50.08%","0.00%"
"46702-2-2015",2015,"Malted barley","MUNTONS PLC","United Kingdom","Food & Staples Retailing",1000,520,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46702-2-2016",2016,"Malted Barley","MUNTONS PLC","United Kingdom","""Food, Beverage & Tobacco""",1000,561,"56.15%","29.54%","14.31%"
"46702-3-2016",2016,"Malt extract","MUNTONS PLC","United Kingdom","""Food, Beverage & Tobacco""",1000,947,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46702-4-2016",2016,"Malt flour in sack","MUNTONS PLC","United Kingdom","""Food, Beverage & Tobacco""",1000,599,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46702-5-2016",2016,"Unmalted barley at harvest","MUNTONS PLC","United Kingdom","""Food, Beverage & Tobacco""",1000,240,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46807-1-2016",2016,"H10311 - La vie est belle","BORMIOLI LUIGI","Italy","Materials",0.354,0.944,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"46807-2-2016",2016,"H4953 - Armani IO 100 ml","BORMIOLI LUIGI","Italy","Materials",0.195,0.531,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
